Rk,School,Conf,ConfStr,AdjEM,AdjO,SDO,AdjD,SDD,AdjT,SDP,Record,Home,Neutral,Away,Q1,Q2,Q3,Q4
227.0,Southern Indiana,OVC,-3.9715200991349633,-1.7287340778158864,103.59870329927467,12.442806574941145,105.32743737709056,12.467308804064785,70.5822319892289,12.467308804064785,[13-17],[7-4],[1-2],[5-11],[0-0],[1-1],[4-9],[8-7]
228.0,Sacramento State,Big Sky,-0.9188566362659714,-1.7784441239338662,102.71107630200774,12.774241474202963,104.4895204259416,13.147930422417527,63.850341009766694,13.147930422417527,[12-18],[7-4],[0-4],[5-10],[0-1],[0-4],[2-8],[10-5]
229.0,Niagara,MAAC,-0.4593506605747848,-1.7849649039657294,103.35413714923031,12.513080478662221,105.13910205319604,12.637087543562863,63.78616225829553,12.637087543562863,[15-15],[8-4],[3-1],[4-10],[0-4],[1-1],[6-3],[8-7]
230.0,Northern Arizona,Big Sky,-0.9188566362659714,-1.8121294637717966,104.21247649725018,15.047191121119551,106.02460596102198,15.45495441857035,68.48137534117717,15.45495441857035,[10-23],[4-8],[3-2],[3-13],[0-3],[0-5],[5-7],[5-8]
231.0,Boston University,Patriot,-2.141467495405493,-2.005731079504301,98.9903781875376,15.643069512329452,100.9961092670419,15.666154870731264,67.54975037131176,15.666154870731264,[14-17],[8-4],[0-2],[6-11],[0-3],[0-2],[1-7],[13-5]
232.0,Texas State,Sun Belt,1.3382678718964485,-2.12582549909159,101.78332780422458,9.936839482384277,103.90915330331617,10.009359326787207,65.58376785708877,10.009359326787207,[14-18],[2-9],[5-2],[7-7],[2-1],[1-6],[2-7],[9-4]
233.0,Rice,CUSA,4.193010157896197,-2.218796009293854,105.64895290728874,15.131118433076887,107.8677489165826,15.508530521368893,72.50806673014579,15.508530521368893,[16-16],[8-7],[2-2],[6-7],[1-7],[1-2],[6-4],[8-3]
234.0,Canisius,MAAC,-0.4593506605747848,-2.2731964623333454,101.66242006448599,13.162609551860033,103.93561652681933,13.528867391246095,70.52467109824379,13.528867391246095,[9-20],[6-7],[0-1],[3-12],[0-4],[0-3],[3-7],[6-6]
235.0,Louisiana State,SEC,6.977958743424949,-2.4566114743064134,99.36907983699471,15.04177704704814,101.82569131130113,15.294456189164709,69.498254883016,15.294456189164709,[14-19],[10-8],[4-2],[0-9],[0-6],[3-6],[2-6],[9-1]
236.0,Fairfield,MAAC,-0.4593506605747848,-2.677628388289463,99.83064964118493,13.08483041889794,102.5082780294744,13.230180178749057,66.70508099004532,13.230180178749057,[12-18],[6-6],[2-2],[4-10],[0-4],[1-2],[2-6],[9-6]
237.0,Georgia,SEC,6.977958743424949,-2.682324226009669,98.36262783550345,12.083523006969894,101.04495206151311,12.324448987941276,70.45551674796695,12.324448987941276,[16-16],[13-4],[2-2],[1-10],[0-7],[2-2],[6-4],[8-3]
238.0,Bowling Green State,MAC,0.41303669242816454,-2.6905806819507063,103.4855981468287,14.56395753779888,106.17617882877941,15.23316258126566,69.42205159105225,15.23316258126566,[9-20],[5-9],[0-0],[4-11],[0-3],[0-5],[1-5],[8-7]
239.0,Western Illinois,Summit,-2.7468561844670916,-2.827642589626805,103.86215260716824,16.83616656046496,106.68979519679505,16.994991366649934,65.22575677248754,16.994991366649934,[13-14],[8-4],[0-1],[5-9],[0-3],[0-1],[1-4],[12-6]
240.0,Lafayette,Patriot,-2.141467495405493,-2.874448702007996,97.11873512588367,16.128098176782522,99.99318382789167,16.592916496862493,65.07210974782504,16.592916496862493,[10-23],[5-7],[0-0],[5-16],[0-5],[1-4],[1-7],[8-7]
241.0,Tarleton State,WAC,0.03782258205318101,-2.970614420825086,97.94646924912499,15.114027284778546,100.91708366995007,15.2969575471392,69.96140730589599,15.2969575471392,[13-17],[8-2],[3-3],[2-12],[0-3],[1-4],[4-7],[8-3]
242.0,La Salle,A-10,2.5930691894415645,-3.0169867151916065,100.19884323700902,12.859756150669163,103.21582995220062,13.033311562597705,71.8842900918866,13.033311562597705,[15-19],[8-8],[2-3],[5-8],[0-3],[2-3],[5-7],[8-6]
243.0,San Diego,WCC,6.922509813696621,-3.3015293216648445,107.31187699324641,12.306112848938934,110.61340631491126,13.513216087535955,70.96372224067042,13.513216087535955,[9-20],[6-9],[0-3],[3-8],[0-4],[1-4],[4-6],[4-6]
244.0,Marist,MAAC,-0.4593506605747848,-3.311313651896228,99.3218855436047,13.635576066049836,102.63319919550092,13.82180694394987,66.7800305786349,13.82180694394987,[13-20],[5-10],[4-1],[4-9],[0-3],[0-2],[3-6],[10-9]
245.0,Winthrop,Big South,-1.836365646304401,-3.344516952371535,106.8010731835908,15.598112155582529,110.14559013596234,15.819384317880344,67.01151705383818,15.819384317880344,[13-17],[8-4],[1-2],[4-11],[0-3],[0-3],[5-6],[8-5]
246.0,New Hampshire,AEC,-2.009596864476663,-3.3636831094990924,98.88006233381779,18.142257249556824,102.24374544331688,18.393772753026774,65.58174928803841,18.393772753026774,[13-15],[9-4],[0-0],[4-11],[0-3],[2-2],[2-5],[9-5]
247.0,Nicholls State,Southland,-6.197279410965066,-3.4719080606221695,98.74968776906957,14.88254753712866,102.22159582969174,15.114651890588837,69.65740744104158,15.114651890588837,[12-15],[7-3],[1-1],[4-11],[0-3],[0-3],[2-4],[10-5]
248.0,Murray State,MVC,0.7463188532381935,-3.521034781300358,102.30807677522598,9.921325133713127,105.82911155652634,10.25738370492096,69.10871411809885,10.25738370492096,[16-15],[10-2],[3-2],[3-11],[0-5],[3-5],[2-3],[11-2]
249.0,Northern Colorado,Big Sky,-0.9188566362659714,-3.5359304457186767,103.21045076939743,14.746791257376625,106.7463812151161,15.305056695753326,69.78557814081711,15.305056695753326,[12-19],[6-6],[3-1],[3-12],[0-3],[0-4],[1-8],[11-4]
250.0,Idaho State,Big Sky,-0.9188566362659714,-3.576293604504471,102.92588740752868,13.86642310213425,106.50218101203315,14.336069164967462,64.93188480894867,14.336069164967462,[9-21],[5-7],[0-2],[4-12],[0-1],[0-4],[3-8],[6-8]
251.0,Jacksonville,A-Sun,-1.4488923654530197,-3.637454547225616,98.63483694553658,14.393826861021374,102.27229149276219,15.011779161484366,59.799237969720245,15.011779161484366,[10-16],[4-6],[0-0],[6-10],[1-3],[0-2],[2-4],[7-7]
252.0,Tennessee Tech,OVC,-3.9715200991349633,-3.6488859841514483,102.4871955763294,15.860958145305219,106.13608156048085,16.071157708268515,69.53093824985436,16.071157708268515,[13-17],[8-5],[1-1],[4-11],[0-2],[0-3],[2-6],[11-6]
253.0,Southern Methodist,AAC,5.503526353345421,-3.6490931377215645,97.35156422999813,13.369718632252324,101.0006573677197,14.527444046935953,76.02040311243638,14.527444046935953,[10-22],[7-9],[2-2],[1-11],[2-8],[0-7],[0-6],[8-1]
254.0,New Mexico State,WAC,0.03782258205318101,-3.7178792064500357,100.9116453134742,12.363499743994765,104.62952451992423,13.084999517345958,73.0066318834052,13.084999517345958,[6-15],[3-4],[2-2],[1-9],[0-3],[1-2],[1-8],[4-2]
255.0,Northern Illinois,MAC,0.41303669242816454,-3.739571270789085,99.26695248673867,17.90003049968822,103.00652375752776,18.418030041845352,69.06383390245196,18.418030041845352,[12-18],[4-6],[1-2],[7-10],[2-5],[0-4],[1-5],[9-4]
256.0,Miami (OH),MAC,0.41303669242816454,-3.743703537998016,104.39636675951036,15.78580276850397,108.14007029750837,16.584510667322462,67.49039371047648,16.584510667322462,[9-20],[6-9],[0-2],[3-9],[0-7],[0-4],[1-4],[8-5]
257.0,Rhode Island,A-10,2.5930691894415645,-3.7489990803771605,94.65778700776502,13.693489161251595,98.40678608814218,14.32288145938462,73.00543606226132,14.32288145938462,[9-22],[7-9],[1-3],[1-10],[0-0],[2-6],[1-9],[6-7]
258.0,Lehigh,Patriot,-2.141467495405493,-3.7573965410917793,97.56107426319886,12.15205598385211,101.31847080429064,12.43407797269417,69.54269908098875,12.43407797269417,[14-14],[7-6],[0-0],[7-8],[0-2],[1-4],[2-3],[11-5]
259.0,Portland State,Big Sky,-0.9188566362659714,-4.025410059986939,100.29941054694852,10.506384571699744,104.32482060693546,11.36060473997279,71.35566179714986,11.36060473997279,[10-19],[4-7],[1-3],[5-9],[0-1],[0-4],[2-8],[8-6]
260.0,DePaul,Big East,7.535675277249311,-4.056897854193039,100.00739627373326,14.202429284550083,104.0642941279263,15.667176546634897,73.79081532875546,15.667176546634897,[10-23],[7-8],[1-3],[2-12],[0-10],[1-8],[3-3],[6-2]
261.0,Abilene Christian,WAC,0.03782258205318101,-4.233507001269359,100.10581132880037,16.13435370432037,104.33931833006973,16.468634602487118,73.18896937811506,16.468634602487118,[9-17],[5-5],[0-4],[4-8],[0-3],[0-3],[3-8],[6-3]
262.0,Bucknell,Patriot,-2.141467495405493,-4.318401413635854,99.7755141467792,14.454618582704327,104.09391556041506,14.624542204475604,66.78300393747722,14.624542204475604,[11-20],[6-7],[2-0],[3-13],[0-2],[0-2],[2-6],[9-10]
263.0,Jacksonville State,A-Sun,-1.4488923654530197,-4.330214585447692,99.74311654729028,16.50161914960399,104.07333113273798,17.149864019924873,65.72637108874265,17.149864019924873,[10-18],[6-5],[1-1],[3-12],[0-4],[0-3],[2-4],[8-7]
264.0,North Florida,A-Sun,-1.4488923654530197,-4.408901747972251,105.78739753638484,18.188767805049558,110.1962992843571,18.76236628062687,68.51940711727616,18.76236628062687,[12-17],[9-2],[0-1],[3-14],[0-5],[1-2],[1-3],[10-7]
265.0,Illinois State,MVC,0.7463188532381935,-4.536089636851528,100.09283002088738,15.364196986056117,104.6289196577389,15.894277676846968,67.51428352375729,15.894277676846968,[11-21],[8-7],[0-5],[3-9],[0-3],[0-4],[4-4],[7-10]
266.0,Mount St. Mary's,MAAC,-0.4593506605747848,-4.579127260987704,96.71534950232147,10.395497836218071,101.29447676330918,11.33511979954917,67.7554430355234,11.33511979954917,[12-20],[4-9],[1-1],[7-10],[0-4],[1-2],[3-7],[8-7]
267.0,Maryland-Eastern Shore,MEAC,-7.957456933997264,-4.9185482779976155,95.15868853476947,15.911317716091046,100.07723681276708,16.210345799086106,70.24791485670187,16.210345799086106,[14-13],[6-3],[1-1],[7-9],[0-3],[0-1],[2-6],[12-3]
268.0,South Carolina Upstate,Big South,-1.836365646304401,-5.005960182419926,97.73531754017654,14.67715898723826,102.74127772259646,15.335631170097603,67.20641076900374,15.335631170097603,[14-16],[9-2],[1-2],[4-12],[0-2],[0-3],[5-6],[9-5]
269.0,Oakland,Horizon,-1.4172126408616066,-5.02092135288045,103.4988368841575,12.504108042402468,108.51975823703795,13.658330146527572,69.14272727138973,13.658330146527572,[12-19],[7-6],[0-3],[5-10],[0-4],[2-4],[3-9],[7-2]
270.0,Manhattan,MAAC,-0.4593506605747848,-5.043230380980916,98.31838060381492,12.3054997321603,103.36161098479583,13.238126566118456,70.17097930688897,13.238126566118456,[11-17],[4-8],[1-2],[6-7],[0-4],[1-0],[5-6],[5-7]
271.0,Wagner,NEC,-9.250784289221727,-5.102361888108689,95.97911767066739,13.591328263457157,101.08147955877608,13.621028724662535,64.27812275742372,13.621028724662535,[12-12],[5-4],[0-0],[7-8],[0-0],[0-2],[2-1],[10-9]
272.0,High Point,Big South,-1.836365646304401,-5.270601755113006,100.7811991782804,14.456468059998185,106.05180093339341,15.216751348158214,70.36307647251003,15.216751348158214,[12-17],[8-5],[2-1],[2-11],[1-0],[0-2],[1-8],[10-7]
273.0,Florida State,ACC,6.458574349571919,-5.298267777994539,99.83688380266199,12.400636454404355,105.13515158065653,14.800116503997804,70.24528744860022,14.800116503997804,[9-23],[5-11],[0-5],[4-7],[2-9],[0-4],[1-7],[6-3]
274.0,Denver,Summit,-2.7468561844670916,-5.373090136496074,101.46227725945037,12.32264393639988,106.83536739594645,12.995047746584918,66.33978535488751,12.995047746584918,[13-17],[7-5],[2-1],[4-11],[0-3],[0-0],[0-6],[13-8]
275.0,Merrimack,NEC,-9.250784289221727,-5.664888644019939,92.16590806992005,14.142580421235111,97.83079671393999,14.394406239000377,66.68693482906923,14.394406239000377,[14-16],[7-6],[0-2],[7-8],[0-3],[0-3],[0-4],[14-6]
276.0,Texas A&M-Commerce,Southland,-6.197279410965066,-5.7102398969455805,102.16097937559985,11.873290161663583,107.87121927254543,12.528214940548322,65.52267120059736,12.528214940548322,[12-20],[4-6],[1-2],[7-12],[0-1],[2-0],[2-7],[8-12]
277.0,North Alabama,A-Sun,-1.4488923654530197,-5.951891716634705,102.1889411567453,17.467713130604945,108.14083287338,18.20768982740763,68.63190431025757,18.20768982740763,[15-15],[6-4],[1-1],[8-10],[0-2],[0-3],[5-6],[10-4]
278.0,Southern,SWAC,-12.7376828307723,-6.0040303526543966,96.41858013369051,15.914618425974165,102.42261048634491,15.998784736802545,73.78167021847996,15.998784736802545,[13-17],[7-2],[1-3],[5-12],[0-5],[0-1],[0-3],[13-8]
279.0,Idaho,Big Sky,-0.9188566362659714,-6.029632493543232,103.7184935550505,15.087852181537567,109.74812604859373,16.189217563854225,64.98581029744606,16.189217563854225,[8-22],[4-10],[0-1],[4-11],[0-0],[0-2],[4-5],[4-15]
280.0,Loyola (IL),A-10,2.5930691894415645,-6.06223615073138,99.33215860908858,14.983128250437549,105.39439475981996,16.02427849991859,69.24913192897776,16.02427849991859,[10-21],[6-8],[1-5],[3-8],[1-2],[0-5],[2-9],[7-5]
281.0,Dartmouth,Ivy,2.0873678054697535,-6.133522915301853,97.03327004284077,14.119208969555844,103.16679295814262,15.210713196622217,73.85375961794384,15.210713196622217,[8-17],[5-5],[0-2],[3-10],[1-2],[1-5],[3-7],[3-3]
282.0,North Dakota,Summit,-2.7468561844670916,-6.141986575889177,100.9269717484799,12.375310627668112,107.06895832436908,13.275037914892332,66.43708671076051,13.275037914892332,[11-20],[6-8],[1-1],[4-11],[0-5],[0-0],[2-6],[9-9]
283.0,Maine,AEC,-2.009596864476663,-6.246121128924088,98.55335586204616,16.064688143387123,104.79947699097025,17.099763617146188,67.75668480301793,17.099763617146188,[10-17],[6-4],[0-1],[4-12],[0-4],[1-3],[2-5],[7-5]
284.0,Sacred Heart,NEC,-9.250784289221727,-6.321318299627194,97.26579013668695,13.147343550398272,103.58710843631414,13.24174424857632,72.0029092450168,13.24174424857632,[13-17],[7-6],[0-0],[6-11],[0-3],[0-1],[1-2],[12-11]
285.0,Binghamton,AEC,-2.009596864476663,-6.345925989573715,98.33154567516401,11.706590896312377,104.67747166473772,13.02474906688085,67.6685830553334,13.02474906688085,[11-18],[6-7],[0-0],[5-11],[0-4],[1-4],[2-3],[8-7]
286.0,Charleston Southern,Big South,-1.836365646304401,-6.493578636638546,103.52482883822107,15.173168067835034,110.01840747485961,16.29752138323838,67.0925389590754,16.29752138323838,[8-21],[4-8],[1-1],[3-12],[0-1],[1-2],[1-10],[6-8]
287.0,Saint Peter's,MAAC,-0.4593506605747848,-6.495239064583004,97.11000154037316,15.048469048511055,103.60524060495617,16.1050304585256,64.78553273791773,16.1050304585256,[13-18],[7-6],[2-1],[4-11],[0-3],[0-2],[4-6],[9-7]
288.0,Georgia State,Sun Belt,1.3382678718964485,-6.540681286930607,95.26043140572827,15.83800470695694,101.80111269265888,17.04658946319533,70.66834114075711,17.04658946319533,[7-21],[7-9],[0-1],[0-11],[0-4],[0-2],[2-7],[5-8]
289.0,Valparaiso,MVC,0.7463188532381935,-6.744448161868732,97.36668420262231,13.43927674081499,104.11113236449104,14.946347307445949,70.5904480140048,14.946347307445949,[10-21],[7-7],[1-2],[2-12],[0-5],[1-4],[0-6],[9-6]
290.0,Kansas City,Summit,-2.7468561844670916,-6.943864596021967,94.75845713377849,17.233085144204566,101.70232172980046,18.704725159794048,64.08344819237965,18.704725159794048,[10-20],[5-7],[2-2],[3-11],[1-4],[1-0],[3-5],[5-11]
291.0,Texas-Rio Grande Valley,WAC,0.03782258205318101,-7.026712778215142,98.84169185503688,15.31741867975921,105.86840463325203,16.44657264199946,75.6126788376342,16.44657264199946,[11-17],[8-6],[0-1],[3-10],[0-2],[1-3],[1-7],[9-5]
292.0,Arkansas State,Sun Belt,1.3382678718964485,-7.1267049350972655,99.70974844087662,14.515925149197521,106.83645337597389,15.448036361098657,64.83768481148594,15.448036361098657,[10-20],[7-8],[1-1],[2-11],[0-1],[0-4],[1-11],[9-4]
293.0,Prairie View,SWAC,-12.7376828307723,-7.292754066802701,93.5308256076948,13.216480338764919,100.8235796744975,13.318544642410414,71.22871384228178,13.318544642410414,[11-19],[7-3],[0-2],[4-14],[0-3],[0-1],[1-4],[10-11]
294.0,Bellarmine,A-Sun,-1.4488923654530197,-7.360201587216949,99.80400091752949,13.880553943068419,107.16420250474644,16.136769241325645,61.89097610474257,16.136769241325645,[12-18],[5-6],[1-0],[6-12],[0-7],[0-2],[1-3],[11-6]
295.0,Alabama A&M,SWAC,-12.7376828307723,-7.391015250277832,97.74669583451801,15.083132504633298,105.13771108479584,15.179306092514716,71.42687620535374,15.179306092514716,[13-18],[7-8],[1-2],[5-8],[0-1],[0-1],[1-6],[12-10]
296.0,Stonehill,NEC,-9.250784289221727,-7.4326802557445575,97.98415694121783,15.128897144556149,105.41683719696239,15.937896512900053,68.4908579960426,15.937896512900053,[12-16],[5-4],[1-1],[6-11],[0-4],[0-1],[2-3],[10-8]
297.0,Northeastern,CAA,-3.54890206421814,-7.818279817332424,96.89296521326753,15.0928624969036,104.71124503059995,16.678433390986168,68.83996719841133,16.678433390986168,[10-20],[6-6],[1-2],[3-12],[0-4],[0-4],[1-7],[9-5]
298.0,Little Rock,OVC,-3.9715200991349633,-7.8522723305824655,102.6204323789562,12.997807542023947,110.47270470953866,14.451496008279618,71.93401524124232,14.451496008279618,[8-21],[6-5],[0-0],[2-16],[0-2],[0-2],[1-6],[7-11]
299.0,Georgetown,Big East,7.535675277249311,-7.896192798353297,98.96401136368203,13.88285634022343,106.86020416203533,17.296758404403835,71.7913506581506,17.296758404403835,[7-25],[5-12],[1-2],[1-11],[0-8],[0-8],[2-5],[5-4]
300.0,UC San Diego,Big West,-1.675189283908395,-8.151769678323674,98.89202668923956,12.4884817707877,107.04379636756323,14.680776038212827,70.19306237376071,14.680776038212827,[8-20],[2-10],[0-1],[6-9],[0-2],[1-4],[2-6],[5-8]
301.0,Morgan State,MEAC,-7.957456933997264,-8.296822460235248,95.03739231269476,15.627510193245886,103.33421477293001,16.92381273740441,73.37060832947452,16.92381273740441,[11-16],[6-2],[2-2],[3-12],[0-4],[1-1],[1-6],[9-5]
302.0,Coastal Carolina,Sun Belt,1.3382678718964485,-8.54978884172526,100.88233936584137,14.469337503002437,109.43212820756663,16.616612645076355,70.69971651462379,16.616612645076355,[8-20],[5-8],[0-1],[3-11],[0-4],[0-3],[3-5],[5-8]
303.0,Central Connecticut State,NEC,-9.250784289221727,-8.596104709817169,99.10545930645424,15.385752300478362,107.7015640162714,16.07821156023925,67.54327619460514,16.07821156023925,[10-22],[6-7],[0-1],[4-14],[0-1],[0-2],[1-4],[9-15]
304.0,Oregon State,Pac-12,4.339152644880173,-8.731520418699304,93.70947131175177,14.096663847292401,102.44099173045107,15.916633216120205,67.57183237383767,15.916633216120205,[10-21],[9-7],[0-4],[1-10],[0-5],[0-6],[2-8],[8-2]
305.0,South Dakota,Summit,-2.7468561844670916,-8.825721661777465,100.21194812297188,18.104696494066104,109.03766978474934,19.802285116069037,65.82199254044207,19.802285116069037,[10-19],[6-6],[2-2],[2-11],[0-2],[1-3],[3-5],[6-9]
306.0,William & Mary,CAA,-3.54890206421814,-8.847789738151292,100.37184613372922,15.070976389627441,109.21963587188051,17.48944149128479,65.64323809611061,17.48944149128479,[11-20],[9-5],[1-1],[1-14],[0-4],[0-3],[4-7],[7-6]
307.0,Alcorn State,SWAC,-12.7376828307723,-8.927592710864914,98.00015911824748,16.362998117630585,106.9277518291124,16.636319350600637,71.19785738316993,16.636319350600637,[18-14],[7-2],[1-2],[10-10],[0-3],[1-3],[2-4],[15-4]
308.0,Loyola (MD),Patriot,-2.141467495405493,-8.931085934802226,98.90037183374658,17.678844709063537,107.8314577685488,19.09398414974279,66.12736314354612,19.09398414974279,[11-20],[7-6],[1-1],[3-13],[0-4],[0-2],[1-4],[10-10]
309.0,Illinois-Chicago,MVC,0.7463188532381935,-9.014368787149351,94.6598942145097,11.978037562573965,103.67426300165906,13.584395198133688,71.44274977193973,13.584395198133688,[11-20],[6-8],[2-1],[3-11],[0-5],[0-5],[0-5],[11-5]
310.0,New Orleans,Southland,-6.197279410965066,-9.09416239124019,99.32523257892421,15.68632075030003,108.4193949701644,17.554617812192063,69.53499757307122,17.554617812192063,[10-20],[4-9],[2-1],[4-10],[0-2],[0-1],[1-8],[9-9]
311.0,The Citadel,Southern,0.607138182247013,-9.099878196064267,97.27911606619304,14.561048134104265,106.37899426225731,17.54769822195786,66.78893932612421,17.54769822195786,[9-22],[4-9],[1-2],[4-11],[0-5],[1-3],[2-8],[6-6]
312.0,NJIT,AEC,-2.009596864476663,-9.113310904138501,97.94750478523831,10.931911383046849,107.06081568937681,14.103822255649588,67.2395692781659,14.103822255649588,[6-23],[4-8],[0-0],[2-15],[0-4],[0-2],[0-7],[6-10]
313.0,Minnesota,Big Ten,8.724533341990082,-9.346081793126018,94.04488184775379,12.922961583833418,103.3909636408798,16.071544859574413,69.38318865836514,16.071544859574413,[9-22],[6-11],[2-2],[1-9],[0-8],[2-7],[2-5],[5-2]
314.0,Louisiana-Monroe,Sun Belt,1.3382678718964485,-9.431864211873787,94.48618731606564,16.659086877079197,103.91805152793943,19.325786500935056,69.197007751565,19.325786500935056,[8-21],[4-8],[0-3],[4-10],[1-3],[0-5],[2-8],[5-5]
315.0,Eastern Illinois,OVC,-3.9715200991349633,-9.45288146318363,94.97239436647071,15.285265278207554,104.42527582965434,17.699111688244276,68.5627306800306,17.699111688244276,[7-22],[4-9],[0-1],[3-12],[1-1],[0-2],[1-6],[5-13]
316.0,Eastern Michigan,MAC,0.41303669242816454,-9.53651135757427,100.51589357790404,13.099045248057568,110.05240493547831,17.193645383089372,69.57645947308943,17.193645383089372,[7-23],[5-7],[0-3],[2-13],[0-6],[0-4],[4-4],[3-9]
317.0,Cal Poly,Big West,-1.675189283908395,-9.577314820164219,92.33398356190393,17.43166947043569,101.91129838206815,19.747179819807638,67.17953432464982,19.747179819807638,[6-25],[4-11],[1-1],[1-13],[0-0],[0-4],[2-12],[4-9]
318.0,Saint Francis (PA),NEC,-9.250784289221727,-9.590801360360373,101.75094623585926,13.347592186110242,111.34174759621963,14.636281493533518,69.48590036775961,14.636281493533518,[9-17],[6-5],[0-0],[3-12],[0-1],[0-2],[0-6],[9-8]
319.0,Incarnate Word,Southland,-6.197279410965066,-9.726766048781727,97.90358080347045,13.767498692685006,107.63034685225217,16.010545638618122,67.16456828300947,16.010545638618122,[9-19],[4-7],[2-0],[3-12],[0-1],[0-2],[1-6],[8-10]
320.0,UTSA,CUSA,4.193010157896197,-9.730898225620948,98.16288915729804,12.187137128183618,107.89378738291899,15.995746420850363,72.34689293178388,15.995746420850363,[8-22],[6-10],[0-1],[2-11],[0-7],[0-4],[4-3],[4-8]
321.0,South Carolina,SEC,6.977958743424949,-9.964475687297409,96.38502976692233,14.91730300175206,106.34950545421974,18.260458645390415,68.53315307000398,18.260458645390415,[11-21],[7-8],[0-5],[4-8],[1-5],[1-6],[2-8],[7-2]
322.0,UT Arlington,WAC,0.03782258205318101,-10.102440113067189,94.79978114205777,14.049076577349526,104.90222125512496,16.875202129443775,68.36996869858433,16.875202129443775,[8-21],[3-8],[1-4],[4-9],[0-2],[1-4],[3-7],[4-8]
323.0,St. Francis (NY),NEC,-9.250784289221727,-10.493890594267626,96.20662072679437,11.313873773931608,106.700511321062,12.898399513282062,65.69171571267326,12.898399513282062,[11-15],[7-5],[0-0],[4-10],[0-2],[0-0],[0-5],[11-8]
324.0,McNeese State,Southland,-6.197279410965066,-10.621392949790717,98.24216598615875,16.94377725645127,108.86355893594947,19.932904105110364,67.22984382517265,19.932904105110364,[10-23],[5-8],[0-0],[5-15],[0-4],[0-4],[2-5],[8-10]
325.0,Texas Southern,SWAC,-12.7376828307723,-10.871067135939711,92.86467836847554,12.385878715866573,103.73574550441525,13.905955165955406,74.95458910287215,13.905955165955406,[12-21],[5-6],[4-2],[3-13],[0-4],[0-4],[2-1],[10-12]
326.0,North Carolina A&T,CAA,-3.54890206421814,-10.928324432446416,96.60288762413354,11.955352502434142,107.53121205657996,15.122406619339362,71.2519652454033,15.122406619339362,[10-19],[5-5],[1-4],[4-10],[1-4],[1-1],[1-7],[7-7]
327.0,Lindenwood,OVC,-3.9715200991349633,-11.24939103991629,95.93439229158716,16.96726685319532,107.18378333150345,19.98068123628697,69.05950098215018,19.98068123628697,[8-21],[6-4],[0-3],[2-14],[0-3],[0-1],[0-7],[8-10]
328.0,Western Michigan,MAC,0.41303669242816454,-11.269923980847949,100.57914725073317,17.219581010432083,111.84907123158112,20.468520732155877,65.82312750709146,20.468520732155877,[5-23],[4-7],[0-1],[1-15],[0-6],[0-4],[1-3],[4-10]
329.0,Cal State Bakersfield,Big West,-1.675189283908395,-11.291012541421537,91.86460147221622,14.793470899235212,103.15561401363776,17.43983254154539,66.6760987550907,17.43983254154539,[9-22],[4-8],[2-2],[3-12],[0-0],[0-4],[1-11],[8-7]
330.0,Holy Cross,Patriot,-2.141467495405493,-11.49657252261997,93.49116017412565,12.123194607783464,104.98773269674562,15.708494779039382,70.87617813432836,15.708494779039382,[7-22],[3-9],[0-2],[4-11],[0-2],[1-2],[2-6],[4-12]
331.0,Central Michigan,MAC,0.41303669242816454,-11.537835262803114,92.67761558198093,12.58326857984372,104.21545084478404,17.567616498213958,66.886679802177,17.567616498213958,[8-21],[4-8],[1-1],[3-12],[0-3],[1-4],[1-5],[6-9]
332.0,Chicago State,Independent,-17.64723301592707,-11.710204119082022,99.68498585013361,15.255227858047796,111.39518996921564,18.212463602563275,64.91005739811088,18.212463602563275,[7-20],[4-0],[0-0],[3-20],[0-5],[0-4],[0-4],[7-7]
333.0,Elon,CAA,-3.54890206421814,-11.724025602226348,96.06543823317529,11.80958080788507,107.78946383540163,15.866117746452678,66.81590347437317,15.866117746452678,[6-24],[3-9],[0-3],[3-12],[0-4],[0-2],[1-8],[5-10]
334.0,Austin Peay,A-Sun,-1.4488923654530197,-11.737131592499722,95.82107914236946,16.46413833069047,107.55821073486918,20.664863321492582,64.80306783251318,20.664863321492582,[6-22],[4-8],[1-1],[1-13],[0-4],[0-2],[1-4],[5-12]
335.0,Central Arkansas,A-Sun,-1.4488923654530197,-11.969644287376639,96.13366886200518,13.65976112449511,108.10331314938182,18.384006600152073,73.18491326803041,18.384006600152073,[8-22],[5-8],[1-1],[2-13],[0-3],[0-2],[3-6],[5-11]
336.0,Presbyterian,Big South,-1.836365646304401,-11.978498363859117,94.5718080020258,12.787431462728318,106.55030636588492,17.39842536617304,63.91564748562372,17.39842536617304,[3-27],[3-9],[0-3],[0-15],[0-2],[0-2],[0-10],[3-13]
337.0,Stony Brook,CAA,-3.54890206421814,-12.274163716246449,94.57068561305783,13.587003429853052,106.84484932930428,17.584662254053246,66.33948825975193,17.584662254053246,[9-22],[5-7],[1-2],[3-13],[0-5],[0-2],[1-8],[8-7]
338.0,Jackson State,SWAC,-12.7376828307723,-12.475742020650799,95.57572369418085,15.617360389489352,108.05146571483165,17.146179058229333,72.24193427330108,17.146179058229333,[14-19],[7-2],[1-3],[6-14],[0-4],[0-3],[0-3],[14-9]
339.0,Houston Christian,Southland,-6.197279410965066,-12.665667862033217,101.7724981018875,18.855525504864893,114.43816596392072,22.329621235354217,70.15513240743947,22.329621235354217,[7-22],[5-8],[0-1],[2-13],[0-1],[0-3],[1-5],[6-13]
